BOROUGH,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CRASH DATE,CRASH TIME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,_id
BRONX,View Obstructed/Limited,Unspecified,4/15/2021,23:36,0,0,Ambulance,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfaf5
QUEENS,Driver Inattention/Distraction,Unspecified,4/15/2021,0:00,0,0,Sedan,,65226c0c27407f3e1fedfaf6
,Passing or Lane Usage Improper,Passing or Lane Usage Improper,4/15/2021,21:33,0,0,Sedan,Sedan,65226c0c27407f3e1fedfaf7
BROOKLYN,Driver Inattention/Distraction,Driver Inattention/Distraction,4/14/2021,19:45,1,0,Sedan,Bike,65226c0c27407f3e1fedfaf8
MANHATTAN,Passing or Lane Usage Improper,Unspecified,4/14/2021,7:45,2,0,Station Wagon/Sport Utility Vehicle,Motorcycle,65226c0c27407f3e1fedfaf9
QUEENS,Driver Inattention/Distraction,Unspecified,4/14/2021,12:30,0,0,Sedan,,65226c0c27407f3e1fedfafa
,Traffic Control Disregarded,Driver Inattention/Distraction,4/16/2021,8:30,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfafb
,Failure to Yield Right-of-Way,Unspecified,4/14/2021,11:15,2,0,Flat Bed,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfafc
BROOKLYN,Driver Inattention/Distraction,,4/15/2021,15:18,0,1,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfafd
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/14/2021,17:50,0,0,Sedan,Sedan,65226c0c27407f3e1fedfafe
MANHATTAN,Unspecified,,4/14/2021,10:29,1,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfaff
BRONX,Passing or Lane Usage Improper,Unspecified,4/15/2021,20:02,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfb00
,Driver Inattention/Distraction,Driver Inattention/Distraction,4/14/2021,19:20,1,0,Sedan,Motorcycle,65226c0c27407f3e1fedfb01
BRONX,Unspecified,,4/14/2021,19:00,0,0,Sedan,,65226c0c27407f3e1fedfb02
,Other Vehicular,Other Vehicular,7/8/2021,19:55,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb03
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/14/2021,22:21,0,0,Moped,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb04
,Turning Improperly,Driver Inattention/Distraction,4/15/2021,15:25,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb05
,Unsafe Speed,,4/14/2021,11:30,1,0,Moped,,65226c0c27407f3e1fedfb06
BRONX,Unspecified,Unspecified,4/16/2021,23:14,3,0,Sedan,Sedan,65226c0c27407f3e1fedfb07
,Following Too Closely,Unspecified,4/13/2021,9:30,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfb08
,Failure to Yield Right-of-Way,,4/16/2021,13:59,1,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfb09
MANHATTAN,Backing Unsafely,Unspecified,4/14/2021,6:35,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb0a
,Alcohol Involvement,,4/15/2021,22:36,4,1,Sedan,,65226c0c27407f3e1fedfb0b
BROOKLYN,Driver Inexperience,Unspecified,4/16/2021,14:50,2,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfb0c
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/14/2021,18:35,0,0,Sedan,Sedan,65226c0c27407f3e1fedfb0d
BROOKLYN,Driver Inattention/Distraction,Driver Inattention/Distraction,4/13/2021,10:30,0,0,Tractor Truck Diesel,Sedan,65226c0c27407f3e1fedfb0e
BROOKLYN,Passing or Lane Usage Improper,Following Too Closely,4/14/2021,6:55,0,0,Sedan,Tractor Truck Gasoline,65226c0c27407f3e1fedfb0f
MANHATTAN,Driver Inattention/Distraction,Unspecified,4/14/2021,16:58,1,0,Sedan,Sedan,65226c0c27407f3e1fedfb10
,Passing or Lane Usage Improper,Unspecified,4/12/2021,18:30,0,0,Sedan,,65226c0c27407f3e1fedfb11
,Unspecified,,4/16/2021,12:10,0,0,Box Truck,,65226c0c27407f3e1fedfb12
BRONX,Unspecified,,4/14/2021,9:00,0,0,Sedan,,65226c0c27407f3e1fedfb13
QUEENS,Unspecified,Unspecified,4/14/2021,17:00,2,0,Sedan,Sedan,65226c0c27407f3e1fedfb14
MANHATTAN,Turning Improperly,Turning Improperly,4/13/2021,13:14,0,0,Sedan,Sedan,65226c0c27407f3e1fedfb15
QUEENS,Traffic Control Disregarded,Unspecified,4/14/2021,2:25,1,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb16
QUEENS,Driver Inattention/Distraction,Unspecified,4/15/2021,16:00,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb17
,Following Too Closely,Unspecified,4/16/2021,11:35,1,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb18
MANHATTAN,Backing Unsafely,Unspecified,4/16/2021,12:26,1,0,Station Wagon/Sport Utility Vehicle,Bus,65226c0c27407f3e1fedfb19
QUEENS,Unsafe Speed,Unspecified,4/16/2021,0:30,1,0,Sedan,Bike,65226c0c27407f3e1fedfb1a
,Following Too Closely,Unspecified,4/14/2021,17:55,0,0,Sedan,Motorbike,65226c0c27407f3e1fedfb1b
BRONX,Passing Too Closely,Unspecified,4/14/2021,23:36,0,0,Sedan,Sedan,65226c0c27407f3e1fedfb1c
QUEENS,Passing or Lane Usage Improper,Unspecified,4/15/2021,20:00,0,0,AMBULANCE,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb1d
,Unspecified,Unspecified,4/16/2021,6:00,0,0,,,65226c0c27407f3e1fedfb1e
QUEENS,Passing or Lane Usage Improper,Unspecified,4/15/2021,15:10,1,0,Bike,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb1f
,Passing or Lane Usage Improper,Unspecified,4/16/2021,20:00,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfb20
BRONX,Unspecified,,4/14/2021,6:13,0,0,Sedan,,65226c0c27407f3e1fedfb21
BROOKLYN,Unspecified,,4/15/2021,14:41,1,0,Sedan,,65226c0c27407f3e1fedfb22
BROOKLYN,Failure to Yield Right-of-Way,,4/14/2021,11:54,1,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfb23
,Reaction to Uninvolved Vehicle,Unspecified,4/16/2021,11:50,0,0,Station Wagon/Sport Utility Vehicle,Chassis Cab,65226c0c27407f3e1fedfb24
,Unspecified,Unspecified,4/14/2021,14:00,0,0,Station Wagon/Sport Utility Vehicle,Van,65226c0c27407f3e1fedfb25
,Unsafe Lane Changing,Unspecified,4/16/2021,23:55,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb26
QUEENS,Driver Inattention/Distraction,Unspecified,4/16/2021,14:30,0,0,Sedan,Box Truck,65226c0c27407f3e1fedfb27
MANHATTAN,Unspecified,,4/15/2021,23:00,0,0,Sedan,,65226c0c27407f3e1fedfb28
BRONX,Unspecified,,9/11/2021,11:30,0,0,Sedan,,65226c0c27407f3e1fedfb29
,Following Too Closely,Unspecified,4/15/2021,18:00,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb2a
BROOKLYN,Driver Inexperience,Unspecified,4/14/2021,20:19,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb2b
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/15/2021,14:36,1,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb2c
,Other Vehicular,Other Vehicular,4/14/2021,11:16,1,0,Station Wagon/Sport Utility Vehicle,Dump,65226c0c27407f3e1fedfb2d
,Passing or Lane Usage Improper,Unspecified,4/15/2021,10:00,0,0,Sedan,Sedan,65226c0c27407f3e1fedfb2e
BRONX,Driver Inattention/Distraction,Unspecified,4/12/2021,21:30,0,0,Sedan,Sedan,65226c0c27407f3e1fedfb2f
QUEENS,Driver Inattention/Distraction,Driver Inattention/Distraction,4/15/2021,14:06,2,0,Station Wagon/Sport Utility Vehicle,Bus,65226c0c27407f3e1fedfb30
,Following Too Closely,Following Too Closely,4/16/2021,7:00,1,0,Sedan,Sedan,65226c0c27407f3e1fedfb31
BROOKLYN,Unspecified,Unspecified,4/16/2021,15:21,0,0,Taxi,,65226c0c27407f3e1fedfb32
QUEENS,Driver Inattention/Distraction,,4/15/2021,0:40,1,0,Sedan,,65226c0c27407f3e1fedfb33
STATEN ISLAND,Unspecified,,4/15/2021,18:00,0,0,Sedan,,65226c0c27407f3e1fedfb34
,Failure to Yield Right-of-Way,Unspecified,9/11/2021,16:30,0,0,Sedan,Sedan,65226c0c27407f3e1fedfb35
,Passing or Lane Usage Improper,Driver Inattention/Distraction,4/15/2021,8:40,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfb36
BRONX,Driver Inattention/Distraction,View Obstructed/Limited,4/16/2021,17:25,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfb37
BROOKLYN,Unspecified,,4/16/2021,6:40,0,0,Sedan,,65226c0c27407f3e1fedfb38
,Following Too Closely,Following Too Closely,4/15/2021,14:00,1,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb39
QUEENS,Failure to Yield Right-of-Way,Unspecified,4/15/2021,11:00,1,0,Sedan,Sedan,65226c0c27407f3e1fedfb3a
BRONX,Passing Too Closely,Unspecified,4/14/2021,9:31,0,0,Station Wagon/Sport Utility Vehicle,Bus,65226c0c27407f3e1fedfb3b
,Driver Inattention/Distraction,Unspecified,4/14/2021,12:40,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb3c
BROOKLYN,Unspecified,,4/8/2021,21:52,0,0,Sedan,,65226c0c27407f3e1fedfb3d
,Passing or Lane Usage Improper,Unspecified,4/14/2021,8:58,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb3e
,Following Too Closely,Unspecified,4/9/2021,1:15,0,0,Sedan,Sedan,65226c0c27407f3e1fedfb3f
BROOKLYN,Turning Improperly,,4/14/2021,17:30,1,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfb40
,Driver Inattention/Distraction,Unspecified,4/15/2021,0:00,0,0,Sedan,,65226c0c27407f3e1fedfb41
QUEENS,Unspecified,Unspecified,4/14/2021,8:30,0,0,Sedan,,65226c0c27407f3e1fedfb42
MANHATTAN,Passing Too Closely,Unspecified,4/5/2021,16:21,3,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfb43
BROOKLYN,Failure to Yield Right-of-Way,Unsafe Speed,4/14/2021,10:40,1,0,Taxi,Sedan,65226c0c27407f3e1fedfb44
BROOKLYN,Unspecified,Unspecified,4/16/2021,8:30,0,0,Trailer,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb45
BROOKLYN,View Obstructed/Limited,View Obstructed/Limited,7/8/2021,16:45,1,0,Sedan,Bike,65226c0c27407f3e1fedfb46
BROOKLYN,Unspecified,Unspecified,4/16/2021,18:50,0,0,Sedan,Bike,65226c0c27407f3e1fedfb47
BROOKLYN,Following Too Closely,Unspecified,4/16/2021,15:23,1,0,Sedan,Sedan,65226c0c27407f3e1fedfb48
BROOKLYN,Pavement Slippery,Unspecified,4/15/2021,17:55,2,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb49
MANHATTAN,Unspecified,Unspecified,4/14/2021,0:42,0,0,Taxi,Sedan,65226c0c27407f3e1fedfb4a
MANHATTAN,Driver Inattention/Distraction,,4/14/2021,12:30,1,0,Van,,65226c0c27407f3e1fedfb4b
BRONX,Unspecified,,4/15/2021,8:30,0,0,Bus,,65226c0c27407f3e1fedfb4c
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/15/2021,18:36,2,0,Sedan,Sedan,65226c0c27407f3e1fedfb4d
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/14/2021,13:45,0,0,Sedan,Sedan,65226c0c27407f3e1fedfb4e
BROOKLYN,Unspecified,Unspecified,4/14/2021,19:46,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb4f
,Following Too Closely,Unspecified,4/13/2021,17:11,0,0,Sedan,Box Truck,65226c0c27407f3e1fedfb50
,Unsafe Speed,Unspecified,4/15/2021,16:18,0,0,Sedan,Sedan,65226c0c27407f3e1fedfb51
BROOKLYN,Backing Unsafely,Unspecified,4/15/2021,12:40,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfb52
,Failure to Yield Right-of-Way,Unspecified,4/16/2021,17:45,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb53
BROOKLYN,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,4/15/2021,20:00,1,0,Taxi,,65226c0c27407f3e1fedfb54
,Unsafe Lane Changing,Unspecified,4/15/2021,11:45,0,0,Sedan,Sedan,65226c0c27407f3e1fedfb55
MANHATTAN,Unspecified,Unspecified,4/5/2021,16:27,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfb56
,Passing or Lane Usage Improper,Unspecified,4/14/2021,13:30,0,0,Sedan,Sedan,65226c0c27407f3e1fedfb57
,Pavement Defective,,4/14/2021,18:56,1,0,Motorcycle,,65226c0c27407f3e1fedfb58
,Unspecified,Unspecified,4/16/2021,9:10,0,0,Station Wagon/Sport Utility Vehicle,Box Truck,65226c0c27407f3e1fedfb59
,Unspecified,,4/15/2021,1:30,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfb5a
,Backing Unsafely,Unspecified,12/10/2021,12:15,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb5b
,Other Lighting Defects,Unspecified,4/12/2021,6:00,0,0,Garbage or Refuse,Sedan,65226c0c27407f3e1fedfb5c
,Unspecified,,4/14/2021,19:50,1,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfb5d
BRONX,Unspecified,Unspecified,4/16/2021,11:30,0,0,Sedan,Taxi,65226c0c27407f3e1fedfb5e
,Reaction to Uninvolved Vehicle,,4/16/2021,23:45,0,0,Pick-up Truck,,65226c0c27407f3e1fedfb5f
BRONX,Driver Inattention/Distraction,Unspecified,4/11/2021,18:45,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb60
,Failure to Yield Right-of-Way,Unspecified,4/16/2021,8:30,1,0,Sedan,Bike,65226c0c27407f3e1fedfb61
BROOKLYN,Unspecified,,4/15/2021,19:39,1,0,,,65226c0c27407f3e1fedfb62
BROOKLYN,Following Too Closely,Turning Improperly,4/14/2021,21:00,2,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb63
,Unspecified,Unspecified,4/16/2021,19:00,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb64
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/15/2021,23:30,0,0,Van,Sedan,65226c0c27407f3e1fedfb65
,Driver Inattention/Distraction,Driver Inattention/Distraction,4/15/2021,17:11,1,0,Sedan,,65226c0c27407f3e1fedfb66
QUEENS,Passing or Lane Usage Improper,,4/15/2021,2:00,0,0,Box Truck,,65226c0c27407f3e1fedfb67
MANHATTAN,Unspecified,,4/16/2021,19:54,0,0,Taxi,,65226c0c27407f3e1fedfb68
BRONX,Unspecified,Unspecified,4/8/2021,9:21,0,0,Sedan,Pick-up Truck,65226c0c27407f3e1fedfb69
BROOKLYN,Unspecified,,4/16/2021,9:50,0,0,Sedan,,65226c0c27407f3e1fedfb6a
,Driver Inattention/Distraction,Unspecified,4/16/2021,12:10,0,0,Station Wagon/Sport Utility Vehicle,Box Truck,65226c0c27407f3e1fedfb6b
,Driver Inattention/Distraction,Unspecified,4/14/2021,8:40,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfb6c
,Unsafe Lane Changing,Unspecified,4/16/2021,23:25,0,0,Sedan,Sedan,65226c0c27407f3e1fedfb6d
,Unspecified,,4/14/2021,20:25,2,0,Sedan,,65226c0c27407f3e1fedfb6e
BROOKLYN,Failure to Yield Right-of-Way,Unspecified,4/15/2021,21:04,2,0,Taxi,,65226c0c27407f3e1fedfb6f
BROOKLYN,Driver Inattention/Distraction,Oversized Vehicle,4/9/2021,12:00,0,0,Sedan,Dump,65226c0c27407f3e1fedfb70
BROOKLYN,Brakes Defective,Unspecified,4/16/2021,10:05,1,0,Pick-up Truck,Pick-up Truck,65226c0c27407f3e1fedfb71
,Fell Asleep,,4/14/2021,7:00,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfb72
QUEENS,Driver Inattention/Distraction,Unspecified,4/15/2021,8:23,1,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb73
QUEENS,Driver Inattention/Distraction,Unspecified,4/15/2021,12:00,0,0,Station Wagon/Sport Utility Vehicle,Box Truck,65226c0c27407f3e1fedfb74
,Traffic Control Disregarded,Unspecified,4/14/2021,14:10,0,0,SCHOOL BUS,Sedan,65226c0c27407f3e1fedfb75
,Unspecified,Unspecified,4/14/2021,23:10,2,0,Sedan,Sedan,65226c0c27407f3e1fedfb76
QUEENS,Obstruction/Debris,Driver Inexperience,9/11/2021,10:59,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb77
BRONX,Oversized Vehicle,Unspecified,4/15/2021,12:30,0,0,Sedan,Tractor Truck Diesel,65226c0c27407f3e1fedfb78
QUEENS,Animals Action,,4/14/2021,18:45,0,0,Motorcycle,,65226c0c27407f3e1fedfb79
BROOKLYN,Passing Too Closely,Passing Too Closely,3/20/2021,15:58,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfb7a
,Unspecified,Unspecified,4/14/2021,11:50,0,0,Sedan,Sedan,65226c0c27407f3e1fedfb7b
QUEENS,Driver Inattention/Distraction,Unspecified,4/16/2021,8:41,1,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfb7c
,Failure to Yield Right-of-Way,Driver Inattention/Distraction,4/14/2021,13:30,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb7d
BROOKLYN,Traffic Control Disregarded,Unspecified,4/14/2021,0:00,1,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfb7e
,Passing Too Closely,Unspecified,4/9/2021,10:15,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfb7f
BROOKLYN,Unspecified,Unspecified,4/14/2021,15:05,1,0,Station Wagon/Sport Utility Vehicle,Bike,65226c0c27407f3e1fedfb80
QUEENS,Passing Too Closely,Unspecified,4/16/2021,0:00,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfb81
,Driver Inattention/Distraction,Unspecified,4/14/2021,18:00,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfb82
MANHATTAN,Driver Inattention/Distraction,Unspecified,4/15/2021,12:17,1,0,Sedan,Concrete Mixer,65226c0c27407f3e1fedfb83
BRONX,Driver Inattention/Distraction,,4/15/2021,10:37,1,0,Sedan,,65226c0c27407f3e1fedfb84
QUEENS,Failure to Yield Right-of-Way,Unspecified,4/14/2021,19:15,0,0,Station Wagon/Sport Utility Vehicle,Multi-Wheeled Vehicle,65226c0c27407f3e1fedfb85
BROOKLYN,Unspecified,Unspecified,4/16/2021,21:30,0,0,Sedan,Bike,65226c0c27407f3e1fedfb86
QUEENS,Passing or Lane Usage Improper,Unspecified,4/11/2021,11:50,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfb87
MANHATTAN,Passing Too Closely,Unspecified,4/15/2021,9:57,0,0,Sedan,Box Truck,65226c0c27407f3e1fedfb88
,Unspecified,Unspecified,4/15/2021,13:07,0,0,Sedan,Sedan,65226c0c27407f3e1fedfb89
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/14/2021,11:30,1,0,Taxi,Sedan,65226c0c27407f3e1fedfb8a
,Passing or Lane Usage Improper,Unspecified,4/13/2021,7:25,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfb8b
BRONX,Passing or Lane Usage Improper,Unspecified,4/16/2021,18:03,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfb8c
,Unsafe Lane Changing,Following Too Closely,4/16/2021,21:00,0,0,Sedan,Tractor Truck Gasoline,65226c0c27407f3e1fedfb8d
,Driver Inattention/Distraction,,4/16/2021,10:40,1,0,Sedan,,65226c0c27407f3e1fedfb8e
MANHATTAN,Failure to Yield Right-of-Way,Unspecified,4/16/2021,20:07,0,0,Sedan,Sedan,65226c0c27407f3e1fedfb8f
,Following Too Closely,Unspecified,4/16/2021,12:42,2,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfb90
BROOKLYN,Unspecified,,4/15/2021,22:22,0,0,Sedan,,65226c0c27407f3e1fedfb91
,Unsafe Lane Changing,Unspecified,4/16/2021,18:40,1,0,Sedan,E-Bike,65226c0c27407f3e1fedfb92
BROOKLYN,Unsafe Lane Changing,Unspecified,4/15/2021,12:38,1,0,Sedan,Sedan,65226c0c27407f3e1fedfb93
QUEENS,Unspecified,Unspecified,4/14/2021,12:20,0,0,Sedan,Sedan,65226c0c27407f3e1fedfb94
,Failure to Yield Right-of-Way,,4/14/2021,20:50,1,0,Sedan,,65226c0c27407f3e1fedfb95
MANHATTAN,Turning Improperly,Unspecified,4/14/2021,2:30,0,0,Sedan,,65226c0c27407f3e1fedfb96
BROOKLYN,Unspecified,Unspecified,4/16/2021,12:38,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfb97
,Passing or Lane Usage Improper,Unspecified,4/15/2021,13:31,0,0,Pick-up Truck,Box Truck,65226c0c27407f3e1fedfb98
,Following Too Closely,Unspecified,4/15/2021,15:20,1,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfb99
,Passing Too Closely,Unspecified,4/16/2021,15:00,0,0,Box Truck,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfb9a
,Traffic Control Disregarded,Unspecified,4/16/2021,12:50,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfb9b
BRONX,Outside Car Distraction,Driver Inattention/Distraction,4/6/2021,8:50,0,0,Sedan,Taxi,65226c0c27407f3e1fedfb9c
QUEENS,Unspecified,Unspecified,4/15/2021,0:00,0,0,Sedan,,65226c0c27407f3e1fedfb9d
MANHATTAN,Turning Improperly,Turning Improperly,4/1/2021,4:46,0,0,Sedan,Sedan,65226c0c27407f3e1fedfb9e
BRONX,Unspecified,,4/14/2021,22:17,0,0,Sedan,,65226c0c27407f3e1fedfb9f
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/16/2021,14:35,0,0,Lift Boom,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfba0
,Alcohol Involvement,,4/14/2021,2:09,1,0,Sedan,,65226c0c27407f3e1fedfba1
QUEENS,Reaction to Uninvolved Vehicle,Following Too Closely,4/14/2021,15:25,1,0,Sedan,Motorcycle,65226c0c27407f3e1fedfba2
BROOKLYN,Unspecified,Unspecified,4/16/2021,10:00,0,0,Sedan,,65226c0c27407f3e1fedfba3
BROOKLYN,Unspecified,Unspecified,4/14/2021,13:40,2,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfba4
QUEENS,Driver Inattention/Distraction,Unspecified,4/16/2021,10:10,0,0,Sedan,,65226c0c27407f3e1fedfba5
QUEENS,Driver Inattention/Distraction,,4/14/2021,11:46,1,0,Bike,,65226c0c27407f3e1fedfba6
,Driver Inattention/Distraction,,4/6/2021,16:00,1,0,Bus,,65226c0c27407f3e1fedfba7
,Unspecified,Unspecified,9/10/2021,0:00,1,0,Sedan,Sedan,65226c0c27407f3e1fedfba8
BROOKLYN,Driver Inattention/Distraction,Unspecified,4/14/2021,13:00,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfba9
STATEN ISLAND,Unspecified,Unspecified,4/14/2021,13:30,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfbaa
MANHATTAN,Reaction to Uninvolved Vehicle,Unspecified,4/14/2021,21:24,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfbab
,Following Too Closely,Following Too Closely,4/13/2021,20:15,2,0,Station Wagon/Sport Utility Vehicle,Pick-up Truck,65226c0c27407f3e1fedfbac
,Passing Too Closely,,4/15/2021,10:30,1,0,Sedan,,65226c0c27407f3e1fedfbad
QUEENS,Reaction to Uninvolved Vehicle,Unspecified,4/14/2021,23:30,6,0,Taxi,Sedan,65226c0c27407f3e1fedfbae
,Unspecified,,4/15/2021,19:00,0,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfbaf
MANHATTAN,Unsafe Lane Changing,Unspecified,4/14/2021,4:35,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfbb0
BRONX,Unspecified,Unspecified,4/14/2021,23:46,2,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfbb1
BROOKLYN,Illnes,,4/15/2021,12:30,1,0,Sedan,,65226c0c27407f3e1fedfbb2
MANHATTAN,Unsafe Speed,Unspecified,4/4/2021,21:43,0,0,Sedan,Sedan,65226c0c27407f3e1fedfbb3
MANHATTAN,Driver Inattention/Distraction,Unspecified,4/15/2021,13:18,0,0,Sedan,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfbb4
QUEENS,Following Too Closely,Unspecified,4/14/2021,13:36,1,0,Pick-up Truck,Sedan,65226c0c27407f3e1fedfbb5
QUEENS,Unsafe Speed,Unspecified,4/16/2021,0:30,0,0,Sedan,,65226c0c27407f3e1fedfbb6
,Unspecified,Unspecified,4/11/2021,13:40,0,0,Station Wagon/Sport Utility Vehicle,Sedan,65226c0c27407f3e1fedfbb7
QUEENS,Alcohol Involvement,Unspecified,4/16/2021,17:50,0,0,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,65226c0c27407f3e1fedfbb8
BRONX,Unsafe Speed,Unspecified,4/16/2021,16:01,0,0,Sedan,,65226c0c27407f3e1fedfbb9
BROOKLYN,Unspecified,,3/28/2021,18:30,1,0,Station Wagon/Sport Utility Vehicle,,65226c0c27407f3e1fedfbba
QUEENS,Failure to Yield Right-of-Way,,4/12/2021,20:00,1,0,Sedan,,65226c0c27407f3e1fedfbbb
,Unsafe Speed,Unspecified,4/2/2021,21:15,0,0,Sedan,,65226c0c27407f3e1fedfbbc
